iter	MultiClass
359	0.479363858
360	0.4780808797
361	0.4765343583
362	0.4753106448
363	0.4738553987
364	0.4724265738
365	0.4714286113
366	0.4702136586
367	0.4680794602
368	0.4667508161
369	0.465753894
370	0.4644969062
371	0.4634341413
372	0.4622563594
373	0.4609967006
374	0.4597980176
375	0.4581411023
376	0.4569041076
377	0.4560998066
378	0.455343421
379	0.4540807175
380	0.4532012773
381	0.4520879203
382	0.4508513172
383	0.4496830358
384	0.4487324231
385	0.4477610271
386	0.4467272625
387	0.4457478634
388	0.4445439378
389	0.4435197105
390	0.4427466044
391	0.4418934533
392	0.4409511911
393	0.4398740388
394	0.4388483558
395	0.4376633363
396	0.4369714026
397	0.4361173683
398	0.4351607786
399	0.4342266197
400	0.432959868
401	0.4320028972
402	0.4302305853
403	0.4289439721
404	0.4282364672
405	0.4273956732
406	0.4260979303
407	0.4253324025
408	0.424250209
409	0.4231406687
410	0.4221574854
411	0.4210244328
412	0.4199432186
413	0.4190984206
414	0.4182896735
415	0.4165985227
416	0.4156715502
417	0.4145518646
418	0.4134336226
419	0.4123797678
420	0.4113371705
421	0.4104846813
422	0.4098012522
423	0.409091591
424	0.4080490538
425	0.4072286323
426	0.4061518579
427	0.4054907319
428	0.4045981398
429	0.4035491838
430	0.4024927192
431	0.4019861581
432	0.4009449454
433	0.3998596536
434	0.3992027038
435	0.3982082968
436	0.3973907869
437	0.3965943963
438	0.3956277199
439	0.3948033701
440	0.3942271454
441	0.3932726771
442	0.3924446224
443	0.3918073382
444	0.3909223766
445	0.389791662
446	0.3886784341
447	0.3877211941
448	0.3869437726
449	0.38605939
450	0.3851362237
451	0.3843700504
452	0.3833020027
453	0.3827317833
454	0.3817008052
455	0.3809032005
456	0.3801413821
457	0.3792538104
458	0.3782245746
459	0.3772886764
460	0.3762161996
461	0.3755508348
462	0.374644626
463	0.3734873047
464	0.3724145913
465	0.3715531864
466	0.3704772501
467	0.3699368305
468	0.3687398641
469	0.3680268585
470	0.3672095723
471	0.3665472478
472	0.3659445275
473	0.3649214974
474	0.3643594969
475	0.363687119
476	0.3626819611
477	0.3617947772
478	0.360868875
479	0.3600363822
480	0.358924693
481	0.358246995
482	0.3573708287
483	0.3564772973
484	0.3555095935
485	0.3547896616
486	0.3539479748
487	0.3532241653
488	0.3520701673
489	0.3511061538
490	0.3502394949
491	0.3493523028
492	0.3487428298
493	0.3477836648
494	0.3467788585
495	0.3460482416
496	0.3452544235
497	0.3446236896
498	0.3441082041
499	0.3434881069
500	0.3428298699
501	0.3419912262
502	0.3415207149
503	0.3408854314
504	0.3402225763
505	0.339555657
506	0.3390059693
507	0.3381290443
508	0.3377236677
509	0.3367497056
510	0.3361083063
511	0.3351598142
512	0.3342563942
513	0.3334222327
514	0.3330774013
515	0.3322880286
516	0.3316107412
517	0.331232253
518	0.3306818285
519	0.3300325359
520	0.3294289411
521	0.3288955198
522	0.3284051382
523	0.3278254727
524	0.327339297
525	0.3266255875
526	0.3259895669
527	0.3252254184
528	0.3243068115
529	0.3236461041
530	0.3229471425
531	0.322012549
532	0.3211710838
533	0.320588018
534	0.3200132911
535	0.3195086842
536	0.3187776631
537	0.3181987147
538	0.3177486737
539	0.3169518692
540	0.3162395344
541	0.3156498631
542	0.3150375981
543	0.314504015
544	0.313766634
545	0.3129492786
546	0.3122214136
547	0.3115604523
548	0.3107277428
549	0.310105382
550	0.3097402753
551	0.3092164738
552	0.3082753792
553	0.3073939669
554	0.3066279531
555	0.3061523854
556	0.3058193237
557	0.3052973162
558	0.3048294907
559	0.3042350766
560	0.3036011385
561	0.3029556279
562	0.3021742868
563	0.3014980642
564	0.3009999762
565	0.300543317
566	0.3000739396
567	0.299220349
568	0.2987765492
569	0.2980364137
570	0.2973718157
571	0.2967467365
572	0.2959811693
573	0.2953948807
574	0.2948677559
575	0.2943378725
576	0.2938859703
577	0.2930990637
578	0.292230469
579	0.2918642823
580	0.2914117563
581	0.2909536128
582	0.2905742515
583	0.2897882995
584	0.2892372122
585	0.2887291782
586	0.2883085417
587	0.2875566389
588	0.286725314
589	0.2863156714
590	0.2857534599
591	0.2851886164
592	0.284806103
593	0.28425925
594	0.2838462398
595	0.2832293889
596	0.2828320786
597	0.2821609918
598	0.2814968283
599	0.2808760245
600	0.2803062168
601	0.2799391211
602	0.2795275644
603	0.2788529919
604	0.2781159525
605	0.2775477818
606	0.2768762942
607	0.2763206941
608	0.2757067524
609	0.2751936699
610	0.2745715521
611	0.2739694946
612	0.2733822118
613	0.2727557013
614	0.2723408508
615	0.2718449401
616	0.2714518944
617	0.2710489215
618	0.2704371114
619	0.2701038871
620	0.2695919455
621	0.269115098
622	0.2686881416
623	0.2683082549
624	0.2678112695
625	0.2672888267
626	0.2666269931
627	0.2659949396
628	0.2655707861
629	0.2651891913
630	0.2647299497
631	0.2640974017
632	0.2637012495
633	0.2632681974
634	0.2628830305
635	0.2623958444
636	0.2619378168
637	0.2613753576
638	0.2608097088
639	0.260396528
640	0.2599587439
641	0.2593638053
642	0.258946146
643	0.2586393557
644	0.2581680816
645	0.257837989
646	0.257394194
647	0.2569972896
648	0.2566380021
649	0.2561776405
650	0.2556703674
651	0.255292246
652	0.2548156022
653	0.25423999
654	0.2536335502
655	0.2532498317
656	0.2528522916
657	0.2524759687
658	0.2519743781
659	0.2515350153
660	0.2511650196
661	0.2506695975
662	0.2501712127
663	0.2496510122
664	0.2493161216
665	0.2488260891
666	0.2485133586
667	0.2481320943
668	0.2476823245
669	0.247378395
670	0.247035228
671	0.2466207345
672	0.2460988094
673	0.2455352904
674	0.2452186161
675	0.2448478587
676	0.2446621117
677	0.2441001963
678	0.2437489633
679	0.2433529095
680	0.2430286663
681	0.2426357233
682	0.2422000141
683	0.2416222078
684	0.2411277774
685	0.2407174451
686	0.2402297957
687	0.2396498228
688	0.2393418692
689	0.2390275806
690	0.2387418925
691	0.2383547451
692	0.2379164811
693	0.2374868085
694	0.2370777781
695	0.2365114641
696	0.236018038
697	0.2356408297
698	0.2352731027
699	0.2349398397
700	0.2346319281
701	0.2342065684
702	0.2338386861
703	0.2333820728
704	0.2329898031
705	0.2326042288
706	0.2321948901
707	0.2318722723
708	0.2313640006
709	0.2309276406
710	0.2303606621
711	0.2299465984
712	0.2297646228
713	0.229384602
714	0.2289797103
715	0.2285514751
716	0.2281998449
717	0.2279002764
718	0.2275090555
719	0.2270809289
720	0.2267085237
721	0.2263587297
722	0.2259459315
723	0.2255268376
724	0.2251924692
725	0.2248028193
726	0.2244312631
727	0.2240100893
728	0.2237504981
729	0.2233872836
730	0.2230314363
731	0.22274049
732	0.2224341427
733	0.2221250188
734	0.2216144487
735	0.2212830073
736	0.2209581625
737	0.2206363865
738	0.2203130845
739	0.219962978
740	0.2196264989
741	0.2192406998
742	0.2189010924
743	0.2184700103
744	0.2181974881
745	0.217868814
746	0.2174864794
747	0.2170253863
748	0.2166751788
749	0.2163150378
750	0.2159412034
751	0.2156601069
752	0.2152536745
753	0.2149998127
754	0.2146241572
755	0.2142063307
756	0.2137541631
757	0.2134393044
758	0.2132286589
759	0.2127969649
760	0.212387499
761	0.2120680301
762	0.2117619977
763	0.2115298994
764	0.2110986591
765	0.2107443757
766	0.2102781878
767	0.2100779793
768	0.2098584887
769	0.2095963728
770	0.2092622823
771	0.2089261791
772	0.2086319217
773	0.2083423934
774	0.2080376477
775	0.207717009
776	0.2073974764
777	0.207082176
778	0.2066192481
779	0.2062256788
780	0.2058673309
781	0.2056080964
782	0.2053793613
783	0.2050326386
784	0.2047161173
785	0.2043199097
786	0.203945759
787	0.2035652968
788	0.2031989687
789	0.2029378275
790	0.2024890295
791	0.2021997546
792	0.2019748017
793	0.201713997
794	0.2014211201
795	0.2011271938
796	0.2008754598
797	0.2006106517
798	0.2002752371
799	0.1998894966
800	0.1997207967
801	0.199426961
802	0.1991269129
803	0.1987222637
804	0.1985118723
805	0.198166178
806	0.1978372334
807	0.1976140046
808	0.1972987133
809	0.196975559
810	0.1966693964
811	0.1963792201
812	0.1961399749
813	0.1958601474
814	0.1955740388
815	0.1953745644
816	0.1950033892
817	0.1947296345
818	0.1944426806
819	0.1942681064
820	0.1939262315
821	0.1936380001
822	0.1932491154
823	0.1929890715
824	0.1926993463
825	0.1923139238
826	0.1920856126
827	0.1917717031
828	0.1914461495
829	0.1911609032
830	0.1908753836
831	0.1906409483
832	0.190373355
833	0.1900431309
834	0.1897360493
835	0.189468021
836	0.1892142061
837	0.1889824328
838	0.1887030953
839	0.1884888735
840	0.1882052498
841	0.1879454648
842	0.1876435591
843	0.18740524
844	0.1871690581
845	0.1868394308
846	0.1865007031
847	0.1863215186
848	0.1860839759
849	0.1857936263
850	0.1854308705
851	0.1851776548
852	0.1849160964
853	0.1847345256
854	0.1844844505
855	0.1842469923
856	0.184030301
857	0.1837933652
858	0.1835465584
859	0.1832063581
860	0.1830483857
861	0.1826988332
862	0.1825237887
863	0.1823045309
864	0.1820670399
865	0.1818577972
866	0.1817454315
867	0.1814545488
868	0.1811517741
869	0.1808989569
870	0.1806773793
871	0.1803700333
872	0.1802005124
873	0.1800062802
874	0.1798675323
875	0.1796634277
876	0.1794304007
877	0.1792023981
878	0.1790057253
879	0.1787248055
880	0.1784910228
881	0.1782632868
882	0.1779770461
883	0.1777168007
884	0.1775023226
885	0.1772519322
886	0.1770941926
887	0.1767410643
888	0.1764381543
889	0.1761702723
890	0.1758871253
891	0.175651545
892	0.1753796648
893	0.1751785707
894	0.1749402302
895	0.1746784786
896	0.1744177642
897	0.1741315664
898	0.1738684069
899	0.1735495627
900	0.1733260237
901	0.173116426
902	0.1728095193
903	0.1726412234
904	0.1724247111
905	0.1721245841
906	0.1718795478
907	0.1716545434
908	0.1713422076
909	0.1711428714
910	0.1709534122
911	0.1707158901
912	0.1704818035
913	0.1703582269
914	0.1701124921
915	0.1699367129
916	0.1697112039
917	0.1695032715
918	0.1692570617
919	0.1689711608
920	0.168763247
921	0.1685360459
922	0.1682472629
923	0.1680290773
924	0.1678723318
925	0.1677662604
926	0.1675415135
927	0.1673412304
928	0.1671254144
929	0.1669929034
930	0.1667751213
931	0.1665382486
932	0.1662895675
933	0.166029331
934	0.1657607645
935	0.1654656358
936	0.1652399229
937	0.165077755
938	0.1648147848
939	0.1646459702
940	0.1644392743
941	0.1642166158
942	0.164015582
943	0.16374832
944	0.1634591841
945	0.1632111346
946	0.1629682342
947	0.1627377221
948	0.1625205228
949	0.1623438807
950	0.1620955618
951	0.1619369569
952	0.161708802
953	0.1615310673
954	0.1613543549
955	0.1610482373
956	0.1607803062
957	0.1605093278
958	0.1602630637
959	0.1600807671
960	0.1599054519
961	0.1596497574
962	0.1594474545
963	0.1592076217
964	0.1590104042
965	0.1588380411
966	0.1586166297
967	0.1584418509
968	0.1582364686
969	0.1580211743
970	0.1578366492
971	0.1576619357
972	0.1575266844
973	0.1573235354
974	0.1571762349
975	0.1570186637
976	0.1567335521
977	0.1565641318
978	0.1563564404
979	0.1561831429
980	0.1559283802
981	0.1557264269
982	0.1555083368
983	0.1553967858
984	0.155217249
985	0.1550175736
986	0.1548354032
987	0.1546561286
988	0.1544504793
989	0.1543172002
990	0.1541806965
991	0.1540010877
992	0.153763833
993	0.1535530601
994	0.1533435282
995	0.1531193381
996	0.1530046042
997	0.1528857021
998	0.1527290639
999	0.1525650607
